sample_id,reference_en,greedy_output,beam_output,delta_chrf
276,and then people would be able to eat it and they'd be able to not go blind.,and then they can be able to put them out of them.,and then they can be able to put them out of them.,0.0
277,"they wouldn't starve, and you know what?","or if you don't know, you know, you know, you're not going to be?","you know, you don't know what?",16.49595929541916
278,"that would be nice. it wouldn't be chez panisse, but it would be nice.",but it will be good. it will be good. it will be good.,but it's going to be good. it's going to be good. it will be good.,-1.3246272114165123
279,and all i can say about this is: why are we fighting it?,and all of this is what i can we do?,and all of this is what i can we do?,0.0
280,"i mean, let's ask ourselves: why are we fighting it?","i mean, let's ask ourselves, why?","i mean, let's ask ourselves, why do we ask ourselves?",-2.1940144038404696
281,because we don't want to move genes around?,because we don't want to be able to be able to be able to be able to put them inside.,because we don't want to be able to use it?,8.400210091002762
282,this is about moving genes around. it's not about chemicals.,this is not about genetics.,that's not about genetics. it's about genetics.,8.678447175133048
283,"it's not about our ridiculous passion for hormones, our insistence on having bigger food, better food, singular food.","the goal is that the biggest problem is that we have to be the largest chemical power, and the largest chemical elements of the largest chemical elements of the largest banks.","it's not the power of the largest banks, and we have to do that, and we have the largest chemical reactions.",2.450995501947231
284,"this isn't about rice krispies, this is about keeping people alive, and it's about time we started to understand what that meant.","and we started to understand that, where we started to understand this right? it's not a human beings, and also understand what we started to understand what we started to understand what we started to understand this right?","it's not like this, where we started to understand what we're starting to understand this right?",2.5286076175591248
285,"because, you know something?","you know, because of course, what?","you know, because of course?",-0.8735373252513696
286,"if we don't, if we continue to act the way we're acting, we're guilty of something that i don't think we want to be guilty of: high-tech colonialism.","if we don't do it, i think we don't do the comet, we want to do the comet, we don't do it.","if we don't do it, i think we don't want to do the comet, we don't do the comet.",-1.9809684816451032
287,there's no other way to describe what's going on here.,there's no other thing that's no other.,there's nothing else that's no other.,-1.4587066272211047
288,"it's selfish, it's ugly, it's beneath us, and we really have to stop it.","i'm not interested in our own, and we need to get it.","it's a hospice, and we need to get it, and we need to get it.",2.9754504243053077
289,"so after this amazingly fun conversation, you might want to say, ""so, you still want to get in this ridiculous time machine and go forward?""","so, if you want to go to the next conversation, ""well, do you want to go to the future?""","so, if you want to go back to the movie, ""well, do you want to the future?""",-9.049435086275714
290,"absolutely. absolutely, i do.","certainly, i want to do.","certainly, i want to do, definitely.",5.950550834773326
291,"it's stuck in the present right now, but we have an amazing opportunity.",but we're not a great chance to be a great chance.,"but now, it's a great chance of us.",1.0368988743695748
292,we can set that time machine on anything we want.,we can't want to take this time to take a machine.,we can't do something that we want to take this machine.,7.906983750745383
293,"we can move it where we want to move it, and we're going to move it where we want to move it.",we want to go to go to go to where we want to go to go to go to go to go to go to go to go to go and go to go to go to go and go to go to go to go and go to go to go to go and go to go to go to go and go to go to go to go and go to go to go and go to go,we want to go to where we want to go to the place where we want to go back.,15.747847349159368
294,"we have to have these conversations and we have to think, but when we get in the time machine and we go ahead, we're going to be happy we do.","we're going to think about it, when we're going to go back to the time, we're going to go back to the time, but when we're going to go back to the machine.","we're going to think about it, when we're going to go back to the time, we're going to do it, but when we're going to do it, we're going to do it.",-4.441374287519913
295,"i know that we can, and as far as i'm concerned, that's something the world needs right now.","i know that we can do something, i know, i know, we can do.","now, i know, i know that we can do something that we can do.",4.36767145371649
296,thank you.,thank you.,thank you. thank you.,-22.19446642084732
297,"one day, los angeles times columnist steve lopez was walking along the streets of downtown los angeles when he heard beautiful music.","one of the most amazing thing that was a very beautiful alternative in los angeles, when i heard in los angeles, i've heard about 17-women in los angeles.","in los angeles, i've heard a very beautiful book in los angeles, in los angeles, in los angeles, in los angeles, in los angeles, in los angeles, in los angeles.",-5.775330271832452
298,"and the source was a man, an african-american man, charming, rugged, homeless, playing a violin that only had two strings.",he was just a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a,it was just a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a man who was a,-0.27914009166063813
299,"nathaniel dropped out of juilliard, he suffered a complete breakdown, and 30 years later he was living homeless on the streets of skid row in downtown los angeles.","and after the streets of the streets were 30 years old, and the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the","and after the u.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s.s., after the streets",-5.8091403233182035
300,"i encourage all of you to read steve's book or to watch the movie to understand not only the beautiful bond that formed between these two men, but how music helped shape that bond, and ultimately was instrumental -- if you'll pardon the pun -- in helping nathaniel get off the streets.",and i'm going to understand the following the following the following the following the following that i'm going to call the next one of the next one that i'm going to be the next one of the next one that i'm going to be the next one of the next one that i'm going to be the next one of the next one of the next one of the next,"and i'm going to share with these two words, and i'm going to share with you, and i'm going to share with the following the next book that i'm going to share with a book that i'm going to be able to share with a book that i'm going to be able to share with a book that i'm going to be able to",-0.7761522996351609
301,"i met mr. ayers in 2008, two years ago, at walt disney concert hall.","i met a couple of years ago, i met in 2008, i met in 2008, i met in 2008.","i met a couple of years ago in 2008, i met in 2008, i met in 2008.",-1.3901061421748793
302,"he had just heard a performance of beethoven's first and fourth symphonies, and came backstage and introduced himself.","and then he was a number of years old, and he was born with his first documents.","and then the first one of the first 3d printing press, and the first 3d.",-1.7522437069896881
303,"he was speaking in a very jovial and gregarious way about yo-yo ma and hillary clinton and how the dodgers were never going to make the world series, all because of the treacherous first violin passage work in the last movement of beethoven's fourth symphony.","the last two of the last two stanley, the first time i was a writer, and i was a very proud of the world, and how they were very proud of the first book, ""theidotechmarket"" and how they were very famous.""","and the last year, the last two of the first book, ""theidotechangeloor's the world's, and how it's been told me that's been a great philosopher, and how it's got to come from the world.",-1.7744851824649288
304,"and we got talking about music, and i got an email from steve a few days later saying that nathaniel was interested in a violin lesson with me.","and then we talked about the idea of the lessons, and then we talked about the lessons to play a lot of the lessons.","and then we talked about a lot of books, and then we talked about a bunch of music lessons to play with me.",3.122989462941291
305,"now, i should mention that nathaniel refuses treatment because when he was treated it was with shock therapy and thorazine and handcuffs, and that scar has stayed with him for his entire life.",and i'm going to give you a cure a cure that he's going to give you a cure with a cure a cure with a cure with a cure with a cure prisoner.,"and he said, ""i'm going to give you the treatment, because the treatment of treatment of treatment, the treatment of treatment of treatment, the treatment, and the treatment, and the treatment, and the treatment of treatment of treatment.",8.608903945090125
306,"but as a result now, he is prone to these schizophrenic episodes, the worst of which can manifest themselves as him exploding and then disappearing for days, wandering the streets of skid row, exposed to its horrors, with the torment of his own mind unleashed upon him.","but when the streets of this is a result of a day, it's happening in the streets of a very cold lake turk, and then it's happening in the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of","but when it comes to the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets, and then it's happening in the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets",-4.31909392305376
307,"and nathaniel was in such a state of agitation when we started our first lesson at walt disney concert hall -- he had a kind of manic glint in his eyes, he was lost.","he was a look at the end of the first time, and he was in the bottom of the house of the house of the house of the house of the house of the house of the house.","it's a look at the end of the bottom, and it was a look at the end of the bottom, and it was a look at the bottom of the bottom of my grandmother.",-1.861246934104308
308,"and he was talking about invisible demons and smoke, and how someone was poisoning him in his sleep.",he tried to talk about the immigration and how he was doing it was a conversation about the destruction of the destruction of the destruction of the destruction of the destruction of the destruction of the destruction.,"and he tried to talk about his hands, and how he's going to do it, and how he's going to do it.",2.2784038151437507
309,"and i was afraid, not for myself, but i was afraid that i was going to lose him, that he was going to sink into one of his states, and that i would ruin his relationship with the violin if i started talking about scales and arpeggios and other exciting forms of didactic violin pedagogy.",and i was a creative leader that i started talking about the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the other side of the,"and if i started talking about the hippocratics, i started talking about the other sidewalks, and i started talking about the other sidewalks.",1.7188355150531933
310,"so, i just started playing.",so i started playing with the wire.,so i began to play a note.,-40.06294049185122
311,and i played the first movement of the beethoven violin concerto.,the first step of the first two-dimensional color.,the first one of the olympics came out of the olympics.,0.8163736496622391
312,"and as i played, i understood that there was a profound change occurring in nathaniel's eyes.",and i'm going to play a little bit of the eyes in the eyes of the eyes.,and i'm going to play a little difference in my eyes.,-1.7475856952357915
313,"it was as if he was in the grip of some invisible pharmaceutical, a chemical reaction, for which my playing the music was its catalyst.","it was a very surprising that i could play a little bit of the music, and it was a little bit of the music that was a little bit of the music.","it's like this, as if it's a functional piece of music, it's like the music, it's like this.",-8.136644278508065
314,"and nathaniel's manic rage was transformed into understanding, a quiet curiosity and grace.","the kind of a few examples of self-explates, and the most specialists.",it's kind of self-explates to a few examples of self-experformance.,1.1885824023983425
315,"and in a miracle, he lifted his own violin and he started playing, by ear, certain snippets of violin concertos which he then asked me to complete -- mendelssohn, tchaikovsky, sibelius.","and as a result of the quantum physicist, i asked me, i asked my owner, ""i'm going to play a little bit of the computer, and i asked me, and i asked my owner, and i asked my owner, and i asked my owner, and i asked my owner, and i asked my owner, and i asked my owner,","and as a writer, i asked me to play a little bit, and i asked me to play a little bit, ""i'm going to play a little bit of my owner, and i asked me, and i asked me to play a little bit of my owner, and i asked me, and i asked me to play a little bit of my owner.",-0.32243087391087144
316,"and we started talking about music, from bach to beethoven and brahms, bruckner, all the b's, from bartók, all the way up to esa-pekka salonen.","and we talked about the music, and all the way, and we asked them, ""theon, and all the way to go to the way, and we asked them, and we asked them.""","and then we asked them, and then we asked them, and we asked them, ""we've talked about the book, and we asked them, and we asked them, and we asked them, and we asked them, and we asked them, and we asked them, and we asked them.""",-9.712802370532046
317,"and i understood that he not only had an encyclopedic knowledge of music, but he related to this music at a personal level.","and it's not just that i realized that it's not just a little bit of all the music, but it's not just the music.","i realized that it's not just the music, but it's not just the music.",-3.8790840381558525
318,he spoke about it with the kind of passion and understanding that i share with my colleagues in the los angeles philharmonic.,"i'm talking about mexican, and i'm talking about mexican, and i'm talking about the music.","i'm talking about mexicania, and i'm talking about mexican, and i'm talking about mexicania.",-1.1209016713435425
319,"and through playing music and talking about music, this man had transformed from the paranoid, disturbed man that had just come from walking the streets of downtown los angeles to the charming, erudite, brilliant, juilliard-trained musician.",the man who was a man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy.,a man who was a man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy named george man who was a guy named george.,-0.6675218376033953
320,music is medicine. music changes us.,music can change the music.,music can change the music.,0.0
321,"and for nathaniel, music is sanity.",music was the most important to us.,music was the most important for us.,1.603419868067963
322,"because music allows him to take his thoughts and delusions and shape them through his imagination and his creativity, into reality.","it was actually a gift of music, because it was actually designed to the ideas, and it was actually allows it to the ideas to the ideas to the ideas.","because it was actually the music, it allows it into the ideas to the ideas to the ideas to the ideas.",0.9470342265807936
323,and that is an escape from his tormented state.,this was the same thing that was the original sinus was the same thing that was the same thing.,and this was the same thing that he was the same thing that he was the same thing that he was his own.,3.1064042523692486
324,and i understood that this was the very essence of art.,and it's really a really interesting thing that i've been a very popular art.,and it's really the role of art.,-0.8248160602920969
325,"this was the very reason why we made music, that we take something that exists within all of us at our very fundamental core, our emotions, and through our artistic lens, through our creativity, we're able to shape those emotions into reality.","and this is why we're always going to be able to create a realizing the middle east and the middle east coast of the middle east coast of the middle east coast of the middle east coast of the middle east coast of our own hometown, and that we're always been always been doing this, and that we're always been always been doing this, and that we're always","and that's why we're going to create the real thing that's why we're going to create the middle east coast, and that's why we're always going to create the middle east coast of the middle east coast of the middle east coast.",-2.903085724656407
326,"and the reality of that expression reaches all of us and moves us, inspires and unites us.","and they're not going to go to their own language, and they're going to their own.","and they're not looking for their own, and they're going to go to their own language.",0.5538627999047456
327,"and for nathaniel, music brought him back into a fold of friends.",it was a gift of music to the orchestra dream of the most amazing musical.,it took us to me to the music.,-5.984046128952539
328,"the redemptive power of music brought him back into a family of musicians that understood him, that recognized his talents and respected him.","and they're the music, and they're looking at the musicians, and they're looking at the musicians, and they're looking at the musicians, and they're looking at the musicians.","and it's the music that they're looking at the musicians, and they're looking at the musicians, and they're looking at the music.",0.9279837723080249
329,"and i will always make music with nathaniel, whether we're at walt disney concert hall or on skid row, because he reminds me why i became a musician.","i'm going to play with my mom, because i'm going to play with my mom, i'm going to play with my mom, i'm going to play with my mom.","and i'm going to play with my mom, because i'm going to play with the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets of the streets.",0.8579199600682266
330,thank you.,thank you.,thank you.,0.0
331,bruno giussani: thank you. thanks.,bg: thank you.,bruno giussani: thank you.,46.13280825333196
332,robert gupta.,i was a por.,he's a virginia.,0.872511886079363
333,robert gupta: i'm going to play something that i shamelessly stole from cellists.,josh: i want to play a little bit of my owner.,rd: i want to play something that i want to play something like to play a little bit.,21.710760325916056
334,"so, please forgive me.","so, please.","so, please.",0.0
335,i'm jane mcgonigal. i'm a game designer.,i'm a video game.,i'm going to show you a video games.,0.5626388469099268
336,"i've been making games online now for 10 years, and my goal for the next decade is to try to make it as easy to save the world in real life as it is to save the world in online games.","the real world is that i'm going to talk to be the real world, because the real world, and the real world is the real world.","the real world is that i'm going to talk to the real world, because the real world is the real world, and the real world is the real world.",-0.010880032441615839
337,"now, i have a plan for this, and it entails convincing more people, including all of you, to spend more time playing bigger and better games.","now, i have a more money, and i have more money and i have more money than i have a lot more money.","now, i have a more money, and i have a lot more money, and i have a lot more time.",2.3780000494535045
338,right now we spend three billion hours a week playing online games.,"now we're three hours in the country, three hours of games.","now we're three hours in a week, three hours of games.",3.7144755360511823
339,"some of you might be thinking, ""that's a lot of time to spend playing games.",some of you may think that's a long time.,some of you may think that's a long time.,0.0
340,"maybe too much time, considering how many urgent problems we have to solve in the real world.""","if we look at the level, we need to get more trouble.","if we look at the level, we need more trouble.",-1.726504304193755
341,"but actually, according to my research at the institute for the future, actually the opposite is true.","but the best thing is, ""the-down,"" the right?","but the right thing is, we're going to go back to the right now.",2.83161693716311
342,three billion hours a week is not nearly enough game play to solve the world's most urgent problems.,"the problem is not a 10-year-old child, but a problem of the world's a problem.",it's not the problem of the world's going to solve the problem.,5.067568357896764
343,"in fact, i believe that if we want to survive the next century on this planet, we need to increase that total dramatically.","i believe we've got to be able to do that, i believe that we've got to survive, we've got to survive.","in fact, i believe we've got to believe that we've got a huge amount of life on the planet.",2.6387904236671957
344,i've calculated the total we need at 21 billion hours of game play every week.,and i've been a week to a week of every week.,"and it's a week, every single week.coming every week.",-1.668940525498467
345,"so, that's probably a bit of a counter-intuitive idea, so i'll say it again, let it sink in: if we want to solve problems like hunger, poverty, climate change, global conflict, obesity, i believe that we need to aspire to play games online for at least 21 billion hours a week, by the end of the next decade.","so if we want to be a week, i think, if we want to be able to be able to be able to get a single week, to be able to be able to be able to get a week, to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able","so, if we want to be able to be able to get a week, i think we want to be able to be able to be able to be able to be able to be able to be able to be able to deal with a week, for a week, for a week, so i think we've got a single week, for a week, for a single week, for a",2.8810831254166374
346,no. i'm serious. i am.,i'm not going to be a decade. i'm not going to be a decade.,i'm not going to be a decade. i'm not proud.,3.9071588186137873
347,here's why.,and here's why this picture.,and here's the reason that's why.,-7.50511320764128
348,this picture pretty much sums up why i think games are so essential to the future survival of the human species. truly.,i think that the reason why i's really important is that the future is that the future of the future of the future is really important thing.,i think that the reason why i've never been a very important reason why it's really matters.,-8.391599714843284
349,this is a portrait by photographer phil toledano.,this is a photograph of a photograph of a photograph.,this is a picture of a photograph.,-0.15519838950691422
350,"he wanted to capture the emotion of gaming, so he set up a camera in front of gamers while they were playing.","and so, when you're going to play games, you're playing games, you're playing games.","and so he wanted to play a camera, and so forth, he wanted to play a camera.",5.014849142515363
351,and this is a classic gaming emotion.,it's not the feelings of play.,and it's not the feelings of play.,3.1170201349849993
352,"now, if you're not a gamer, you might miss some of the nuance in this photo.","now, if you're not going to play a little bit of this image.","now, if you're not going to play a little bit of this image.",0.0
353,"you probably see the sense of urgency, a little bit of fear, but intense concentration, deep, deep focus on tackling a really difficult problem.","you see a very difficult problem, but it's very difficult to be very difficult problem, very difficult to be very difficult.","you can see a very difficult problem, but it's very difficult problem with a very difficult problem, very difficult problem.",1.3907798035181855
354,"if you are a gamer, you will notice a few nuances here: the crinkle of the eyes up, and around the mouth is a sign of optimism, and the eyebrows up is surprise.","if you're going to go to the right here, you're going to the right here, and the right here, the drum, the audio tape.","if you're going to be here, you're supposed to play, and you're going to play a little bit, and you're going to play with a little bit, and you're going to play the right here.",1.924697309570508
355,"this is a gamer who's on the verge of something called an ""epic win.""",this is what i call the capricane.,"that's what's called ""the rainforest"" on the ice.",4.096133542294677
356,"oh, you've heard of that.","well, i've heard that.","well, i've heard that.",0.0
357,"ok, good, so we have some gamers among us.",so some of the two people.,so some of them.,-1.5859655677081435
358,"an epic win is an outcome that is so extraordinarily positive, you had no idea it was even possible until you achieved it.",it's not a sense of the idea that it's possible that you have a positive idea that it's possible to be possible.,the idea is that you have no idea that it've never been possible.,-2.8168917255369585
359,"it was almost beyond the threshold of imagination, and when you get there, you're shocked to discover what you're truly capable of. that's an epic win.",so the fact that is that you're not a reality of the fact that're not a real thing that're going to be the fact that's a reality of the fact that's a real thing.,so it's a fact that's a fact that's what you're doing is that're doing.,-4.185428679824266
360,this is a gamer on the verge of an epic win.,this is a cavefish on the edge of the game.,so this is the equivalent of the game layer of the game layer of the game.,-10.299533175067673
361,"and this is the face that we need to see on millions of problem-solvers all over the world as we try to tackle the obstacles of the next century -- the face of someone who, against all odds, is on the verge of an epic win.","and this is the largest institution of the world, and we need to see the largest users on the world, and that's the way to see the most important to the world.","and that's where we need to see a million people on the world, and we need to see the other side of the world, and that's going to be able to see the world.",-1.8603539876006252
362,"now, unfortunately this is more of the face that we see in everyday life now as we try to tackle urgent problems.","now, this is the kind of work on the work on the work that we're trying to get the work on the work on the work on the work.","now, what we're trying to do is we're trying to build our lives in our lives.",-2.522227613015513
363,"this is what i call the ""i'm not good at life"" face.","i'm not saying, ""i'm not in this life.""","i'm not saying, ""i'm not a good life.""",-0.7303599848421172
364,this is actually me making it. can you see? yes. good.,yeah. yeah. do you see that? yeah.,yeah. do you see that? yeah.,-0.38263625129270906
365,"this is me making the ""i'm not good at life"" face.",i'm not good life in this life.,i'm not a good life.,-12.790589938811376
366,"this is a piece of graffiti in my old neighborhood in berkeley, california, where i did my phd on why we're better in games than we are in real life.","this is a reason why i've been a story about the old career in california, where i've been a story of california's speaking in california.","this is a reason why we've been talking about the ancient greek career in california, where we've been talking about california.",1.2300409465485345
367,and this is a problem that a lot of gamers have.,and this is a lot of people.,and this is a problem.,9.402656704303013
368,we feel that we are not as good in reality as we are in games.,"we are not cooking, as we feel like we feel like we're not cooking.","we're not cooking, as we're not cooking, as we're optimistic.",-9.545623227313918
369,"i don't mean just good as in successful, although that's part of it.","i mean, i mean, it's just a part of success.","i mean, i mean, it's just a part of success.",0.0
370,we do achieve more in game worlds.,"but i mean, we're living in games.","but i mean, we're living in games.",0.0
371,but i also mean good as in motivated to do something that matters -- inspired to collaborate and to cooperate.,"but i mean, i mean, i mean, i mean, how much interact with them.","but i mean, i mean, it's a good thing to do it.",2.912736661867042
372,"and when we're in game worlds, i believe that many of us become the best version of ourselves -- the most likely to help at a moment's notice, the most likely to stick with a problem as long at it takes, to get up after failure and try again.","and we're going to help ourselves, and we need a new problem, and we need a new problem, and we need to help ourselves, and we need a new problem.","i believe that many of us, i believe that many of us have to help ourselves, and games, and we're going to help ourselves.",8.248699161338592
373,"and in real life, when we face failure, when we confront obstacles, we often don't feel that way.","and in the real sense, when we feel the realities, we feel that we feel the realities.","and in fact, when we feel the realities, we feel the realities, we feel the realities.",-3.442119184653272
374,"we feel overcome, we feel overwhelmed, we feel anxious, maybe depressed, frustrated or cynical.","and maybe, it's a politician or schizophrenia, or maybe you feel like you feel like you feel like you feel like you feel like you feel like you feel like you feel like.","and maybe you feel like, you feel like, you feel like, you feel like, you feel like, you feel like you feel like you feel like you feel like you feel like you feel like.",-3.028717656321266
375,"we never have those feelings when we're playing games, they just don't exist in games.","and we're not just playing games, and we're not playing games.","and we don't play in these games, and we're not playing games.",0.8816046423563435
376,so that's what i wanted to study when i was a graduate student.,and this is what i wanted to be in the studies.,and that's what i wanted to be in studies.,7.284608060319819
377,what about games makes it impossible to feel that we can't achieve everything?,what is the reason that we're doing is that we're doing is that the reason to do?,what's the reason that we're interested in the reason that we're interested in the sense of games.,1.275103353521942
378,how can we take those feelings from games and apply them to real-world work?,how do we take these real life to nurture and look at these things?,how do we translate this real life?,-13.113520371440378
379,"so i looked at games like world of warcraft, which is really the ideal collaborative problem-solving environment.","so the real solutions, i'm going to solve the art, and i'm going to solve the art, and i'm going to solve the art.","so the realization is, like a creative environment, and i'm going to solve it's a mechanical problems.",15.671443659153407
380,and i started to notice a few things that make epic wins so possible in online worlds.,and i started to be some of the virtual worlds of the virtual worlds of the virtual worlds of the virtual worlds.,"and i started thinking about some of the virtual worlds, and i started to make some of the virtual worlds.",5.022227410120713
381,"the first thing is whenever you show up in one of these online games, especially in world of warcraft, there are lots and lots of different characters who are willing to trust you with a world-saving mission, right away.","so when you look at this point, you're in a very important point, because somebody else're interested in the world, and many games, you're in the world're in the world, and you're in the world, and you're interested in the world, and you're in the world, and you're interested in the world.","so when you look at this point, you're looking at the world, and you're looking at this point, and you're interested in a lot of games and you're in the world, and you're going to find a lot of games.",0.35199785504385517
382,"but not just any mission, it's a mission that is perfectly matched with your current level in the game.","but not the game is a matter of the game, isn't important thing?","but is not the game, isn't important thing. right?",-5.407301975110485
383,right? so you can do it.,you can do it.,you can do it.,0.0
384,they never give you a challenge you can't achieve.,they can't be able to buy it.,they can't buy you. they're not going to buy it.,4.054830456788441
385,"but it is on the verge of what you're capable of, so you have to try hard.",so what you can do with your doctor's doing.,so you can do what you can do.,-1.8724377077308603
386,"but there's no unemployment in world of warcraft; no sitting around, there's always something specific and important to be done.",there's no clothes there's no clothes and there's no clothes and there's no clothes and there's no clothes and there's no clothes and there's no clothes and there's no clothes and a little bit of the fictions and there.,"there's nothing that's nothing, and there's nothing wrong here, and there's nothing wrong. there's no clothes and there's no clothes.",2.3412335492949516
387,there are also tons of collaborators.,and there's many opportunities.,and there's a lot of opportunities.,4.644572372016544
388,"everywhere you go, hundreds of thousands of people ready to work with you to achieve your epic mission.","i went to work, where people are important to work, where you're going to work, and we're going to work on.","i went from hundreds of thousands of people, where you're going to work with you're going to work.",27.81380478082086
389,"that's not something we have in real life that easily, this sense that at our fingertips are tons of collaborators.",and it's a lot of life on the real life on the real life.,and it's something that we don't find many of our real life on the real life.,9.840948184954279
390,"and there's this epic story, this inspiring story of why we're there, and what we're doing, and we get all this positive feedback.","and what we do is, and then we're working on this story, and then we're working on the story of the story of this story of the story of the story of the story of the story of the story of the story of the story.","and what we're looking at this story, and what we're doing is, and then we're looking at this story.",6.224539274468313
391,"you guys have heard of leveling up, +1 strength, +1 intelligence.","i heard one, i've heard one of the one, and i've heard.","you've heard a single one, and you've heard about one, one, and you've heard.",0.026982734968743927
392,we don't get that kind of constant feedback in real life.,we don't get the truth is that we can't get the truth.,we don't do that in fact that in reality.,1.1410377858221672
393,"when i get off this stage, i'm not going to have +1 speaking, and +1 crazy idea, +20 crazy idea.","when i got to talk about the ideas, i'm not going to talk about the ideas.","when you talk about the ideas, you're not going to talk about the ideas.",-7.091746330423529
394,i don't get that feedback in real life.,i don't think about it. i mean that.,i don't think about it. i mean that's the real life.,16.94803004790757
395,"now, the problem with collaborative online environments like world of warcraft is that it's so satisfying to be on the verge of an epic win all the time, we decide to spend all our time in these game worlds.","now, it's a very important problem that we're going to be very important to be very important to be very important to be very important to be in the middle of the environment, or the environment.","now, the problem is that we're going to be very interested in the middle of all the environment in the environment, or the environment, and it's very important point of all the environment.",7.201410605496129
396,it's just better than reality.,it's better life.,it's better life.,0.0
397,"so, so far, collectively all the world of warcraft gamers have spent 5.93 million years solving the virtual problems of azeroth.","so now, i'm not interested in the design, and i'm not interested in the design, and i'm not interested in the design magazines.","so now, i'm not interested in a million years ago, and i'm going to be able to solve problems.",13.970270711962993
398,"now, that's not necessarily a bad thing.",that's not necessarily a bad thing.,that's not necessarily a bad thing.,0.0
399,it might sound like it's a bad thing.,it's a bad thing.,it may seem to be a bad thing.,-12.749764047937674
400,but to put that in context: 5.93 million years ago was when our earliest primate human ancestors stood up.,"but when we were writing a million years ago, and it was a million years ago, and it was a million years ago, and it was a million years ago.","but that's a million years ago, and it was a million years ago, and it was a million years ago.",1.4153440683658687
401,that was the first upright primate.,the first thing was the first one.,the first one was the first one.,-1.7177855305538685
402,"so when we talk about how much time we're currently investing in playing games, the only way it makes sense to even think about it is to talk about time at the magnitude of human evolution, which is an extraordinary thing.","so the only way we talk about the only way, and the only way we talk about the only way we talk about the only way we talk about the only way we talk about the only way, and the only way we talk about the only way we talk about the human aspiration of the human aspiration of the human.","so the only way we talk about the only way we talk about the only way we talk about the only way we talk about the only way we talk about the only way we talk about the only way that we're talking about the only way, and the only way we're talking about the only way we're talking about the only way we're talking about it.",0.07816948582233252
403,"but it's also apt, because it turns out that by spending all this time playing games, we're actually changing what we are capable of as human beings.","but it's also the way that we're actually moving in the world, because it's a very important thing that we're not just the time.","but it's also a very important thing that we're not really important, because it's really important.",-6.062594657659346
404,we're evolving to be a more collaborative and hearty species.,we are more than we are more possibilities.,we're not going to be more than we're not going to be more.,5.440374547952985
405,this is true. i believe this.,i'm a bit. that's right.,that's right. that's right. that's right.,0.060927989872581634
406,"so, consider this really interesting statistic; it was recently published by a researcher at carnegie mellon university: the average young person today in a country with a strong gamer culture will have spent 10,000 hours playing online games by the age of 21.","in the early 2000s, in the 190s, in the average people who are going to be a time in the average neighborhood, in the average american context of the average american music.","it's a very interesting time ago, and they've been working in the 190 days ago, and they've been working in the united states, and they've been working at the time.",-1.923027861614763
407,"now 10,000 hours is a really interesting number for two reasons.","now, the average is a very interesting example of two hours.","now, the average is a very interesting example.",-5.947597304332767
408,"first of all, for children in the united states, 10,080 hours is the exact amount of time you will spend in school, from fifth grade to high school graduation, if you have perfect attendance.","if you're in the united states, they have a year, they have a year, they have a year, and they have a year in the united states, and they have a year in the united states, they have a year.","if you're in the u.s.s.s.s., if you're in the united states, you're in the u.s.s.s.s.s.s.s.s.s.s.s.s., if you're in the united states, if you're in the u.s.s.s.s",-0.8854335385802159
409,"so, we have an entire parallel track of education going on, where young people are learning as much about what it takes to be a good gamer as they're learning about everything else in school.",and the same thing about education is something that they're learning about education.,they're learning something else about education in the same way.,-3.3799643980749146
410,"some of you have probably read malcolm gladwell's new book ""outliers,"" so you would have heard of his theory of success, the ""10,000 hours"" theory of success.","some of you may have been wondering, and some of you may have been a book, and some of you may have been a book, and some of the new book.","some of you may have seen a new book, and some of you may have a book, and some of the new york times.",-0.48329376209798625
411,"it's based on this great cognitive-science research that says if we can master 10,000 hours of effortful study at anything by the age of 21, we will be virtuosos at it.","it's a very important thing that we're going to be a scientific advance, if we're going to be able to be able to do something that we're going to be able to be able to do something that we're going to be able to do, and we're going to be able to do something that we're going to be able to do something in","we're going to do something that we's what we're going to do is we're going to do in the scientific studies, if we're going to do, we're going to be able to be able to do something that we're going to do, we're going to be able to be able to be able to do something that we're going",-0.6248455074551025
